,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date,mm,dd
7449,California,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Personal Auto,3,3,Branch,SUV,Medsize,2011-01-21,1,21
7450,California,0,Extended,Bachelor,Employed,1,Suburban,Married,Personal Auto,3,3,Agent,Luxury,Medsize,2011-01-19,1,19
7451,California,0,Extended,High School or Below,Unemployed,1,Suburban,Married,Personal Auto,3,2,Web,SUV,Medsize,2011-02-02,2,2
7452,California,0,Basic,College,Unemployed,0,Suburban,Divorced,Personal Auto,3,2,Web,Four-Door Car,Large,2011-01-31,1,31
7453,California,0,Basic,College,Employed,0,Urban,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-01-14,1,14
7454,Washington,0,Extended,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large,2011-01-05,1,5
7455,Oregon,1,Premium,Bachelor,Employed,1,Suburban,Single,Special Auto,3,2,Agent,Luxury,Medsize,2011-01-24,1,24
7456,Arizona,1,Basic,High School or Below,Employed,0,Suburban,Married,Corporate Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-10,1,10
7457,Washington,0,Premium,Bachelor,Unemployed,1,Suburban,Married,Personal Auto,3,1,Branch,Luxury,Medsize,2011-01-01,1,1
7458,California,0,Extended,College,Unemployed,1,Suburban,Single,Personal Auto,2,1,Call Center,Two-Door Car,Large,2011-02-03,2,3
7459,Oregon,0,Basic,Doctor,Employed,0,Rural,Married,Personal Auto,2,2,Branch,Sports Car,Medsize,2011-01-01,1,1
7460,Washington,0,Premium,High School or Below,Employed,0,Urban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-18,1,18
7461,California,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,2,4,Call Center,Two-Door Car,Medsize,2011-02-27,2,27
7462,Nevada,0,Extended,High School or Below,Unemployed,1,Suburban,Divorced,Personal Auto,3,1,Branch,Sports Car,Large,2011-02-21,2,21
7463,Washington,1,Extended,College,Unemployed,0,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-08,1,8
7464,California,0,Basic,College,Employed,1,Rural,Single,Personal Auto,2,4,Branch,Four-Door Car,Medsize,2011-02-04,2,4
7465,Oregon,0,Basic,High School or Below,Unemployed,0,Urban,Married,Personal Auto,3,3,Branch,Two-Door Car,Medsize,2011-01-17,1,17
7466,Washington,0,Extended,Bachelor,other,1,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-17,1,17
7467,Nevada,0,Extended,Bachelor,Employed,0,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-28,2,28
7468,Oregon,0,Extended,Master,Employed,0,Urban,Single,Special Auto,1,4,Branch,Two-Door Car,Medsize,2011-02-05,2,5
7469,Oregon,0,Extended,Bachelor,Employed,0,Rural,Married,Personal Auto,2,4,Agent,SUV,Small,2011-02-10,2,10
7470,Oregon,1,Basic,College,Employed,0,Urban,Married,Corporate Auto,3,2,Web,Four-Door Car,Medsize,2011-02-03,2,3
7471,California,0,Basic,Bachelor,Employed,1,Urban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-07,2,7
7472,California,0,Extended,Doctor,Employed,1,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-02-13,2,13
7473,Arizona,0,Extended,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-02-02,2,2
7474,Oregon,0,Basic,Bachelor,Employed,0,Rural,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-02-25,2,25
7475,California,1,Basic,High School or Below,other,1,Suburban,Single,Corporate Auto,3,1,Web,Two-Door Car,Small,2011-02-03,2,3
7476,California,0,Extended,Bachelor,Employed,0,Urban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-11,1,11
7477,Arizona,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,1,1,Branch,Two-Door Car,Large,2011-01-10,1,10
7478,Washington,0,Basic,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-19,1,19
7479,Arizona,0,Basic,College,Employed,0,Urban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-25,1,25
7480,Arizona,0,Basic,High School or Below,Unemployed,1,Suburban,Divorced,Corporate Auto,3,1,Agent,Sports Car,Large,2011-01-07,1,7
7481,Washington,0,Premium,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,2,2,Agent,Two-Door Car,Medsize,2011-01-05,1,5
7482,California,1,Basic,High School or Below,Employed,0,Suburban,Single,Personal Auto,3,2,Web,SUV,Medsize,2011-01-23,1,23
7483,Arizona,0,Basic,College,Unemployed,0,Suburban,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-19,1,19
7484,California,0,Basic,Bachelor,Employed,0,Rural,Married,Corporate Auto,3,3,Call Center,Two-Door Car,Medsize,2011-01-12,1,12
7485,Oregon,0,Basic,High School or Below,Unemployed,1,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-06,1,6
7486,Oregon,1,Extended,College,Unemployed,1,Suburban,Divorced,Special Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-19,2,19
7487,Arizona,0,Basic,College,Unemployed,1,Suburban,Married,Personal Auto,1,1,Branch,Four-Door Car,Small,2011-02-02,2,2
7488,Arizona,0,Basic,College,Employed,1,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-25,1,25
7489,California,0,Basic,College,other,1,Suburban,Divorced,Personal Auto,2,2,Call Center,Sports Car,Medsize,2011-01-27,1,27
7490,Washington,0,Premium,Bachelor,other,1,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Small,2011-01-07,1,7
7491,Arizona,0,Basic,Doctor,Unemployed,1,Suburban,Married,Corporate Auto,3,2,Call Center,Two-Door Car,Medsize,2011-01-26,1,26
7492,Arizona,0,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small,2011-01-11,1,11
7493,Nevada,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-02-02,2,2
7494,California,0,Basic,Bachelor,Employed,0,Suburban,Divorced,Corporate Auto,1,3,Call Center,Two-Door Car,Medsize,2011-02-06,2,6
7495,California,0,Basic,Bachelor,Employed,1,Rural,Married,Personal Auto,3,2,Branch,Sports Car,Medsize,2011-02-28,2,28
7496,Arizona,0,Extended,Bachelor,Employed,1,Rural,Married,Personal Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-12,1,12
7497,Nevada,0,Basic,College,Unemployed,1,Suburban,Single,Corporate Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-11,2,11
7498,Washington,0,Basic,Doctor,Unemployed,1,Suburban,Married,Corporate Auto,3,1,Call Center,SUV,Medsize,2011-01-18,1,18
7499,Oregon,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,3,1,Branch,SUV,Medsize,2011-01-22,1,22
7500,Washington,0,Extended,College,Employed,1,Urban,Married,Corporate Auto,2,1,Call Center,Two-Door Car,Small,2011-02-15,2,15
7501,Oregon,0,Basic,High School or Below,Employed,1,Rural,Married,Corporate Auto,3,1,Web,Two-Door Car,Medsize,2011-01-05,1,5
7502,Arizona,0,Basic,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-02-01,2,1
7503,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Small,2011-02-10,2,10
7504,Oregon,1,Basic,High School or Below,Employed,1,Urban,Single,Personal Auto,3,1,Agent,SUV,Small,2011-02-03,2,3
7505,California,0,Basic,Master,Unemployed,0,Suburban,Married,Corporate Auto,2,3,Branch,Sports Car,Medsize,2011-02-08,2,8
7506,Washington,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large,2011-02-07,2,7
7507,Oregon,0,Basic,College,Employed,0,Rural,Married,Personal Auto,2,1,Agent,Sports Car,Medsize,2011-01-08,1,8
7508,Nevada,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Corporate Auto,2,1,Call Center,Four-Door Car,Medsize,2011-02-24,2,24
7509,California,0,Extended,Doctor,Employed,0,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-25,1,25
7510,Arizona,0,Basic,Bachelor,Employed,0,Urban,Married,Personal Auto,3,1,Branch,Sports Car,Small,2011-02-08,2,8
7511,Washington,0,Extended,College,Employed,1,Suburban,Married,Special Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-04,1,4
7512,Nevada,0,Basic,Master,Employed,0,Rural,Single,Personal Auto,1,4,Agent,SUV,Medsize,2011-02-10,2,10
7513,Oregon,1,Basic,Bachelor,Employed,1,Rural,Single,Personal Auto,2,2,Web,Four-Door Car,Medsize,2011-01-21,1,21
7514,Arizona,0,Basic,High School or Below,Employed,1,Urban,Married,Personal Auto,2,1,Web,SUV,Medsize,2011-01-17,1,17
7515,Arizona,0,Basic,College,other,0,Suburban,Single,Personal Auto,2,2,Agent,SUV,Small,2011-01-13,1,13
7516,Oregon,0,Basic,High School or Below,other,1,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Small,2011-02-23,2,23
7517,Washington,0,Premium,High School or Below,Employed,0,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Small,2011-02-07,2,7
7518,California,1,Extended,College,Employed,0,Rural,Married,Corporate Auto,2,2,Agent,Sports Car,Medsize,2011-01-07,1,7
7519,California,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Small,2011-01-08,1,8
7520,California,1,Extended,College,other,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-23,2,23
7521,California,1,Basic,Bachelor,Employed,0,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Small,2011-02-06,2,6
7522,Nevada,1,Extended,Bachelor,Employed,1,Suburban,Married,Personal Auto,2,2,Agent,SUV,Medsize,2011-02-17,2,17
7523,Oregon,0,Premium,Master,Unemployed,1,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-01-10,1,10
7524,Arizona,1,Basic,College,Employed,0,Suburban,Divorced,Corporate Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-25,2,25
7525,Oregon,0,Basic,Bachelor,other,1,Suburban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Medsize,2011-01-26,1,26
7526,Arizona,0,Basic,Master,Unemployed,0,Suburban,Divorced,Personal Auto,1,1,Branch,Four-Door Car,Small,2011-01-30,1,30
7527,Arizona,0,Basic,College,Employed,1,Suburban,Married,Personal Auto,2,3,Agent,Luxury,Medsize,2011-01-03,1,3
7528,Arizona,0,Basic,Master,Employed,1,Rural,Single,Corporate Auto,2,1,Call Center,Two-Door Car,Medsize,2011-02-27,2,27
7529,California,0,Basic,Bachelor,other,0,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize,2011-02-07,2,7
7530,Washington,0,Extended,College,Employed,1,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-14,2,14
7531,Arizona,0,Extended,Doctor,Employed,1,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-28,2,28
7532,Oregon,0,Basic,Bachelor,Employed,0,Rural,Married,Personal Auto,2,3,Call Center,Two-Door Car,Medsize,2011-02-22,2,22
7533,California,0,Premium,Bachelor,Employed,0,Urban,Married,Corporate Auto,2,3,Branch,Two-Door Car,Medsize,2011-02-01,2,1
7534,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Divorced,Personal Auto,3,3,Call Center,Four-Door Car,Small,2011-02-26,2,26
7535,Oregon,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,3,1,Call Center,Four-Door Car,Small,2011-02-10,2,10
7536,Oregon,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Corporate Auto,3,4,Agent,Four-Door Car,Medsize,2011-01-25,1,25
7537,Oregon,0,Basic,Bachelor,Employed,1,Urban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-23,1,23
7538,Nevada,0,Extended,College,Employed,0,Urban,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-02-26,2,26
7539,Washington,0,Basic,Master,Employed,0,Rural,Single,Personal Auto,2,1,Call Center,Four-Door Car,Large,2011-01-14,1,14
7540,Arizona,1,Basic,Bachelor,Employed,0,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-19,2,19
7541,California,1,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-18,1,18
7542,Arizona,0,Basic,College,Employed,1,Suburban,Divorced,Corporate Auto,3,2,Web,Four-Door Car,Medsize,2011-01-14,1,14
7543,Oregon,1,Basic,Master,Employed,1,Rural,Married,Personal Auto,2,2,Web,Four-Door Car,Large,2011-01-03,1,3
7544,Washington,0,Basic,High School or Below,Employed,0,Rural,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-07,2,7
7545,Oregon,0,Basic,Bachelor,other,1,Rural,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-12,1,12
7546,Arizona,1,Basic,College,Employed,0,Urban,Married,Corporate Auto,3,2,Agent,Sports Car,Medsize,2011-02-07,2,7
7547,Oregon,0,Basic,College,Employed,1,Suburban,Married,Personal Auto,3,1,Agent,SUV,Small,2011-02-06,2,6
7548,California,0,Basic,College,Employed,0,Urban,Single,Corporate Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-05,1,5
7549,Oregon,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-23,2,23
7550,Arizona,1,Basic,High School or Below,other,1,Suburban,Married,Corporate Auto,3,2,Agent,SUV,Small,2011-02-23,2,23
7551,Oregon,0,Premium,College,Employed,1,Urban,Married,Personal Auto,3,1,Call Center,SUV,Medsize,2011-01-05,1,5
7552,California,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,2,Branch,Sports Car,Medsize,2011-02-19,2,19
7553,Arizona,0,Basic,Bachelor,Employed,0,Rural,Divorced,Corporate Auto,1,1,Branch,Four-Door Car,Medsize,2011-01-23,1,23
7554,Arizona,1,Extended,Master,Employed,1,Rural,Married,Personal Auto,2,1,Branch,Four-Door Car,Large,2011-01-10,1,10
7555,Nevada,0,Extended,College,Unemployed,0,Suburban,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Small,2011-01-13,1,13
7556,Oregon,0,Premium,College,Employed,1,Suburban,Married,Personal Auto,3,2,Branch,SUV,Medsize,2011-01-20,1,20
7557,Arizona,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-01-29,1,29
7558,Oregon,0,Extended,College,Unemployed,1,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Large,2011-02-26,2,26
7559,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Married,Corporate Auto,3,4,Branch,Two-Door Car,Small,2011-01-18,1,18
7560,California,0,Extended,Bachelor,Employed,1,Urban,Single,Personal Auto,2,3,Branch,Two-Door Car,Medsize,2011-01-31,1,31
7561,California,0,Extended,Doctor,Employed,1,Suburban,Married,Personal Auto,3,4,Agent,Four-Door Car,Small,2011-01-10,1,10
7562,California,0,Extended,Bachelor,Employed,1,Suburban,Married,Corporate Auto,2,3,Agent,Four-Door Car,Small,2011-02-28,2,28
7563,California,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-02-22,2,22
7564,Arizona,0,Extended,Bachelor,Employed,1,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-21,1,21
7565,Washington,1,Basic,Bachelor,other,0,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-25,1,25
7566,California,0,Extended,College,Employed,0,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-01-06,1,6
7567,Arizona,0,Basic,Bachelor,Employed,1,Urban,Single,Personal Auto,3,3,Agent,SUV,Medsize,2011-02-03,2,3
7568,Oregon,0,Basic,High School or Below,Unemployed,1,Suburban,Married,Corporate Auto,1,1,Agent,Four-Door Car,Small,2011-01-02,1,2
7569,Oregon,1,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-31,1,31
7570,Nevada,1,Basic,Bachelor,other,0,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-09,2,9
7571,California,0,Basic,College,Employed,0,Urban,Married,Personal Auto,3,4,Call Center,Two-Door Car,Medsize,2011-01-31,1,31
7572,Oregon,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,3,1,Branch,SUV,Small,2011-01-27,1,27
7573,California,0,Basic,High School or Below,Employed,0,Rural,Married,Personal Auto,3,3,Call Center,Four-Door Car,Large,2011-02-11,2,11
7574,Arizona,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-18,2,18
7575,Nevada,0,Basic,College,Employed,1,Suburban,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-23,1,23
7576,Oregon,0,Extended,College,Employed,0,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-18,1,18
7577,Arizona,0,Premium,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Large,2011-02-11,2,11
7578,Oregon,0,Basic,Doctor,Employed,1,Rural,Single,Personal Auto,1,1,Call Center,Four-Door Car,Small,2011-01-23,1,23
7579,Arizona,0,Basic,Bachelor,Unemployed,1,Rural,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-01-29,1,29
7580,Nevada,0,Basic,Bachelor,other,1,Suburban,Married,Personal Auto,3,4,Branch,Luxury,Medsize,2011-02-22,2,22
7581,Oregon,0,Basic,Bachelor,Employed,1,Urban,Married,Personal Auto,2,4,Agent,Four-Door Car,Medsize,2011-01-30,1,30
7582,California,1,Premium,High School or Below,Employed,1,Suburban,Divorced,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-31,1,31
7583,Arizona,0,Extended,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-02,2,2
7584,Arizona,0,Extended,Bachelor,Unemployed,1,Suburban,Single,Special Auto,1,3,Web,Four-Door Car,Small,2011-02-04,2,4
7585,Washington,0,Extended,High School or Below,Unemployed,0,Suburban,Married,Corporate Auto,1,1,Agent,SUV,Medsize,2011-01-26,1,26
7586,California,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Corporate Auto,3,2,Web,Four-Door Car,Small,2011-01-13,1,13
7587,California,0,Premium,College,other,0,Suburban,Married,Special Auto,2,1,Agent,Four-Door Car,Small,2011-01-25,1,25
7588,Oregon,0,Extended,Master,Employed,0,Rural,Married,Corporate Auto,2,4,Call Center,Four-Door Car,Medsize,2011-02-26,2,26
7589,Oregon,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-10,1,10
7590,Nevada,0,Basic,Master,Employed,0,Urban,Married,Personal Auto,2,2,Branch,Sports Car,Medsize,2011-02-21,2,21
7591,Arizona,0,Basic,College,Employed,0,Rural,Married,Personal Auto,1,3,Agent,Sports Car,Small,2011-02-01,2,1
7592,California,0,Basic,High School or Below,Employed,1,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Small,2011-01-13,1,13
7593,California,0,Basic,Bachelor,Employed,0,Rural,Married,Personal Auto,2,3,Agent,Four-Door Car,Medsize,2011-01-20,1,20
7594,Arizona,0,Basic,High School or Below,Unemployed,0,Suburban,Married,Corporate Auto,3,3,Call Center,Four-Door Car,Medsize,2011-01-18,1,18
7595,Arizona,0,Basic,College,Employed,1,Urban,Married,Personal Auto,3,3,Branch,Luxury,Small,2011-02-21,2,21
7596,Oregon,1,Extended,Bachelor,other,1,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-27,2,27
7597,Arizona,0,Extended,Bachelor,Unemployed,0,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Small,2011-01-27,1,27
7598,California,0,Basic,Bachelor,Employed,1,Urban,Single,Corporate Auto,3,2,Web,Four-Door Car,Medsize,2011-01-01,1,1
7599,California,0,Basic,High School or Below,other,0,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-23,1,23
7600,Nevada,0,Basic,College,Employed,1,Rural,Divorced,Personal Auto,3,1,Branch,Sports Car,Medsize,2011-01-23,1,23
7601,Washington,0,Premium,Master,Employed,0,Suburban,Divorced,Corporate Auto,1,3,Web,Four-Door Car,Small,2011-02-11,2,11
7602,California,1,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,2,Branch,SUV,Small,2011-01-21,1,21
7603,California,0,Premium,College,Employed,0,Urban,Married,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-01-25,1,25
7604,Oregon,0,Basic,High School or Below,Employed,0,Suburban,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-16,2,16
7605,California,0,Premium,College,Unemployed,1,Urban,Divorced,Personal Auto,2,1,Web,Four-Door Car,Large,2011-01-11,1,11
7606,Oregon,0,Extended,High School or Below,Employed,0,Rural,Divorced,Personal Auto,3,1,Branch,Two-Door Car,Large,2011-01-03,1,3
7607,Nevada,1,Basic,College,Employed,1,Rural,Married,Corporate Auto,3,2,Branch,SUV,Large,2011-02-10,2,10
7608,Oregon,0,Basic,Doctor,Employed,0,Urban,Single,Personal Auto,3,4,Branch,Two-Door Car,Medsize,2011-02-19,2,19
7609,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Divorced,Corporate Auto,2,4,Web,Two-Door Car,Medsize,2011-02-04,2,4
7610,Nevada,0,Basic,Bachelor,Employed,0,Suburban,Married,Corporate Auto,3,3,Agent,SUV,Medsize,2011-01-31,1,31
7611,California,0,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-02-12,2,12
7612,Arizona,0,Basic,High School or Below,Employed,1,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-15,1,15
7613,Arizona,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Corporate Auto,3,1,Agent,SUV,Medsize,2011-01-07,1,7
7614,California,0,Extended,College,other,0,Suburban,Married,Special Auto,1,1,Branch,Two-Door Car,Large,2011-01-17,1,17
7615,Oregon,0,Basic,College,Employed,1,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-25,2,25
7616,California,0,Basic,Master,Employed,1,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-06,2,6
7617,California,0,Basic,College,Unemployed,0,Suburban,Single,Corporate Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-07,1,7
7618,Oregon,0,Basic,Bachelor,Employed,1,Rural,Single,Personal Auto,2,2,Call Center,Two-Door Car,Medsize,2011-01-31,1,31
7619,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,4,Web,SUV,Medsize,2011-02-02,2,2
7620,California,0,Extended,High School or Below,Employed,0,Rural,Married,Special Auto,2,2,Web,Four-Door Car,Large,2011-01-14,1,14
7621,Arizona,0,Basic,Bachelor,Employed,1,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-07,2,7
7622,California,0,Basic,Bachelor,Unemployed,1,Suburban,Married,Personal Auto,1,1,Branch,Two-Door Car,Small,2011-02-12,2,12
7623,Oregon,0,Premium,College,Employed,1,Suburban,Married,Corporate Auto,3,2,Branch,Two-Door Car,Medsize,2011-01-25,1,25
7624,California,1,Extended,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Large,2011-01-15,1,15
7625,Oregon,0,Basic,College,Employed,1,Suburban,Married,Personal Auto,3,3,Branch,Two-Door Car,Small,2011-02-23,2,23
7626,Washington,0,Extended,High School or Below,Unemployed,1,Urban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-02-28,2,28
7627,Oregon,0,Extended,Doctor,Unemployed,1,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-01-08,1,8
7628,Arizona,0,Extended,College,Unemployed,1,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-28,2,28
7629,Arizona,0,Extended,High School or Below,Employed,1,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-25,1,25
7630,Oregon,1,Basic,Bachelor,Employed,0,Rural,Married,Personal Auto,1,3,Agent,Four-Door Car,Medsize,2011-01-31,1,31
7631,California,1,Extended,High School or Below,Employed,0,Rural,Divorced,Corporate Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-20,2,20
7632,Arizona,0,Basic,College,Employed,1,Rural,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-05,2,5
7633,Oregon,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,3,4,Call Center,Two-Door Car,Medsize,2011-01-18,1,18
7634,California,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Corporate Auto,2,3,Web,SUV,Medsize,2011-01-26,1,26
7635,Arizona,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,2,2,Agent,SUV,Medsize,2011-02-20,2,20
7636,Arizona,0,Extended,High School or Below,Unemployed,0,Suburban,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Large,2011-01-22,1,22
7637,Arizona,0,Basic,Bachelor,Employed,0,Suburban,Married,Corporate Auto,3,4,Agent,SUV,Medsize,2011-02-21,2,21
7638,Arizona,0,Basic,Master,Employed,0,Suburban,Married,Corporate Auto,2,3,Agent,Four-Door Car,Medsize,2011-01-18,1,18
7639,Arizona,0,Basic,College,Employed,0,Rural,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-02,2,2
7640,Oregon,0,Extended,High School or Below,other,1,Suburban,Married,Corporate Auto,1,3,Branch,SUV,Large,2011-01-30,1,30
7641,Nevada,0,Premium,College,Employed,0,Rural,Married,Corporate Auto,3,2,Web,Four-Door Car,Large,2011-02-12,2,12
7642,California,1,Basic,Bachelor,Employed,1,Urban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-26,1,26
7643,Oregon,0,Basic,Bachelor,Employed,1,Urban,Married,Corporate Auto,3,2,Agent,Sports Car,Medsize,2011-02-12,2,12
7644,Oregon,0,Basic,Bachelor,Employed,0,Urban,Single,Personal Auto,3,2,Call Center,Two-Door Car,Medsize,2011-02-16,2,16
7645,Oregon,0,Extended,Bachelor,Employed,0,Suburban,Single,Personal Auto,2,4,Agent,SUV,Medsize,2011-02-15,2,15
7646,Oregon,0,Basic,Bachelor,Employed,1,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-02-15,2,15
7647,Arizona,0,Premium,Bachelor,Employed,0,Suburban,Divorced,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-02-12,2,12
